num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S000621;13/01/2022;8:30:00;CRA. SAN JERONIMO, 11;11;1;CENTRO;Otro;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440.639.459;4.474.229.404;N;NULL
2022S000622;13/01/2022;9:35:00;PASEO. INFANTA ISABEL / CALL. ALFONSO XII;15;3;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.537.665;4.473.189.247;N;NULL
2022S000622;13/01/2022;9:35:00;PASEO. INFANTA ISABEL / CALL. ALFONSO XII;15;3;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.537.665;4.473.189.247;N;NULL
2022S000623;13/01/2022;8:44:00;GTA. MALAGA / CALL. ANTONIO LOPEZ;11;12;USERA;Solo salida de la vía;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;NULL;NULL;440.989.635;4.469.797.125;N;NULL
2022S000623;13/01/2022;8:44:00;GTA. MALAGA / CALL. ANTONIO LOPEZ;11;12;USERA;Solo salida de la vía;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.989.635;4.469.797.125;N;NULL
2022S000624;08/01/2022;23:05:00;CALL. ADOLFO MARSILLACH / CALL. ANTONIO GADES;4;18;VILLA DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449.512.739;4.468.299.361;N;NULL
2022S000625;13/01/2022;10:35:00;AVDA. DEMOCRACIA, 13;13;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;447.049.555;4.470.826.947;N;NULL
2022S000626;13/01/2022;12:00:00;CALL. REPUBLICA ESLOVACA / CALL. RAVENA;28;20;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.823.016;4.474.431.338;N;NULL
2022S000626;13/01/2022;12:00:00;CALL. REPUBLICA ESLOVACA / CALL. RAVENA;28;20;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447.823.016;4.474.431.338;N;NULL
2022S000627;13/01/2022;11:30:00;CALL. CARTAGENA / CALL. LOPEZ DE HOYOS;142;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;442.680.551;4.477.122.354;N;NULL
2022S000627;13/01/2022;11:30:00;CALL. CARTAGENA / CALL. LOPEZ DE HOYOS;142;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;442.680.551;4.477.122.354;N;NULL
2022S000628;13/01/2022;13:05:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Atropello a persona;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;443.175.656;4.472.189.192;N;NULL
2022S000628;13/01/2022;13:05:00;AVDA. CIUDAD DE BARCELONA / AUTOV. M-30;226;3;RETIRO;Atropello a persona;Despejado;Turismo;Peatón;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.175.656;4.472.189.192;N;NULL
2022S000629;13/01/2022;13:10:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Caída;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441.304.361;4.474.816.301;N;NULL
2022S000629;13/01/2022;13:10:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.304.361;4.474.816.301;N;NULL
2022S000630;13/01/2022;9:05:00;CALL. SEPULVEDA, 153;153;10;LATINA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;436.099.264;4.472.653.165;N;NULL
2022S000631;13/01/2022;11:20:00;AVDA. PESETA / CALL. SALVADOR ALLENDE;50;11;CARABANCHEL;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;435.662.592;4.468.267.281;N;NULL
2022S000633;13/01/2022;13:25:00;CALL. GUZMAN EL BUENO / TRVA. ANDRES MELLADO;55;7;CHAMBERÍ;Colisión frontal;Despejado;Motocicleta > 125cc;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.507.007;4.476.260.399;N;NULL
2022S000633;13/01/2022;13:25:00;CALL. GUZMAN EL BUENO / TRVA. ANDRES MELLADO;55;7;CHAMBERÍ;Colisión frontal;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;439.507.007;4.476.260.399;N;NULL
2022S000635;13/01/2022;13:35:00;AVDA. ALBUFERA / CALL. SIERRA DE LOS FILABRES;21;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;443.370.249;4.472.076.381;N;NULL
2022S000635;13/01/2022;13:35:00;AVDA. ALBUFERA / CALL. SIERRA DE LOS FILABRES;21;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;443.370.249;4.472.076.381;N;NULL
2022S000635;13/01/2022;13:35:00;AVDA. ALBUFERA / CALL. SIERRA DE LOS FILABRES;21;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;Más de 74 años;Mujer;NULL;NULL;443.370.249;4.472.076.381;N;NULL
2022S000636;13/01/2022;13:00:00;CALL. JUAN FRANCISCO, 15;15;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;437.796.518;4.470.943.105;N;NULL
2022S000636;13/01/2022;13:00:00;CALL. JUAN FRANCISCO, 15;15;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;437.796.518;4.470.943.105;N;NULL
2022S000637;12/01/2022;21:15:00;CALL. ALFONSO FERNANDEZ CLAUSELLS, 31D;31D;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;438.583.190;4.479.515.527;N;NULL
2022S000637;12/01/2022;21:15:00;CALL. ALFONSO FERNANDEZ CLAUSELLS, 31D;31D;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;438.583.190;4.479.515.527;N;NULL
2022S000637;12/01/2022;21:15:00;CALL. ALFONSO FERNANDEZ CLAUSELLS, 31D;31D;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;NULL;NULL;438.583.190;4.479.515.527;N;NULL
2022S000637;12/01/2022;21:15:00;CALL. ALFONSO FERNANDEZ CLAUSELLS, 31D;31D;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Hombre;NULL;NULL;438.583.190;4.479.515.527;N;NULL
2022S000638;13/01/2022;12:45:00;CALL. ALERCE / CALL. CONIFERAS;17;12;USERA;Atropello a persona;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440.960.402;4.468.727.697;N;NULL
2022S000638;13/01/2022;12:45:00;CALL. ALERCE / CALL. CONIFERAS;17;12;USERA;Atropello a persona;Despejado;Turismo;Peatón;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.960.402;4.468.727.697;N;NULL
2022S000639;13/01/2022;13:52:00;CALL. SAN ANTONIO DE PADUA / CALL. HIJAS DE JESUS;52;12;USERA;Colisión múltiple;Despejado;Camión rígido;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440.561.202;4.470.728.292;N;NULL
2022S000639;13/01/2022;13:52:00;CALL. SAN ANTONIO DE PADUA / CALL. HIJAS DE JESUS;52;12;USERA;Colisión múltiple;Despejado;Camión rígido;Pasajero;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.561.202;4.470.728.292;N;NULL
2022S000639;13/01/2022;13:52:00;CALL. SAN ANTONIO DE PADUA / CALL. HIJAS DE JESUS;52;12;USERA;Colisión múltiple;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440.561.202;4.470.728.292;N;NULL
2022S000639;13/01/2022;13:52:00;CALL. SAN ANTONIO DE PADUA / CALL. HIJAS DE JESUS;52;12;USERA;Colisión múltiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440.561.202;4.470.728.292;NULL;NULL
2022S000640;12/01/2022;18:00:00;AVDA. DOCTOR GARCIA TAPIA, 157A;157A;14;MORATALAZ;Colisión fronto-lateral;Despejado;Autobús;Conductor;De 30 a 34 años;Hombre;NULL;NULL;446.495.067;4.473.190.645;N;NULL
2022S000640;12/01/2022;18:00:00;AVDA. DOCTOR GARCIA TAPIA, 157A;157A;14;MORATALAZ;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;446.495.067;4.473.190.645;N;NULL
2022S000641;13/01/2022;14:20:00;AUTOV. A-4, 04UL72;+00400S;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441.886.541;4.469.849.355;N;NULL
2022S000641;13/01/2022;14:20:00;AUTOV. A-4, 04UL72;+00400S;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.886.541;4.469.849.355;N;NULL
2022S000641;13/01/2022;14:20:00;AUTOV. A-4, 04UL72;+00400S;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441.886.541;4.469.849.355;N;NULL
2022S000641;13/01/2022;14:20:00;AUTOV. A-4, 04UL72;+00400S;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441.886.541;4.469.849.355;N;NULL
2022S000642;13/01/2022;14:15:00;CALL. ASUNCION, 4;4;12;USERA;Colisión lateral;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;440.586.329;4.470.582.225;N;NULL
2022S000642;13/01/2022;14:15:00;CALL. ASUNCION, 4;4;12;USERA;Colisión lateral;Despejado;Todo terreno;Conductor;Desconocido;Desconocido;NULL;NULL;440.586.329;4.470.582.225;N;NULL
2022S000642;13/01/2022;14:15:00;CALL. ASUNCION, 4;4;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440.586.329;4.470.582.225;N;NULL
2022S000643;13/01/2022;15:15:00;AVDA. POBLADOS / AUTOV. A-42;173;12;USERA;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;NULL;NULL;438.877.443;4.469.171.475;N;NULL
2022S000643;13/01/2022;15:15:00;AVDA. POBLADOS / AUTOV. A-42;173;12;USERA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;438.877.443;4.469.171.475;N;NULL
2022S000643;13/01/2022;15:15:00;AVDA. POBLADOS / AUTOV. A-42;173;12;USERA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;438.877.443;4.469.171.475;N;NULL
2022S000643;13/01/2022;15:15:00;AVDA. POBLADOS / AUTOV. A-42;173;12;USERA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;438.877.443;4.469.171.475;N;NULL
2022S000643;13/01/2022;15:15:00;AVDA. POBLADOS / AUTOV. A-42;173;12;USERA;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438.877.443;4.469.171.475;N;NULL
2022S000646;09/01/2022;0:15:00;AVDA. SAN FERMIN / CALL. ESTAFETA;7;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;441.221.373;4.469.197.646;N;NULL
2022S000646;09/01/2022;0:15:00;AVDA. SAN FERMIN / CALL. ESTAFETA;7;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441.221.373;4.469.197.646;N;NULL
2022S000647;12/01/2022;17:35:00;CALL. HACIENDA DE PAVONES / PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA;115;14;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;445.440.985;4.472.705.787;N;NULL
2022S000647;12/01/2022;17:35:00;CALL. HACIENDA DE PAVONES / PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA;115;14;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;445.440.985;4.472.705.787;N;NULL
2022S000649;13/01/2022;16:30:00;CALL. CUARTEL DE SIMANCAS, 6;6;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;443.800.732;4.471.721.373;N;NULL
2022S000649;13/01/2022;16:30:00;CALL. CUARTEL DE SIMANCAS, 6;6;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;443.800.732;4.471.721.373;N;NULL
2022S000650;12/01/2022;20:40:00;CALL. GOLONDRINA, 104;104;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;433.432.420;4.477.865.722;N;NULL
2022S000650;12/01/2022;20:40:00;CALL. GOLONDRINA, 104;104;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peatón;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;433.432.420;4.477.865.722;N;NULL
2022S000651;13/01/2022;14:30:00;AUTOV. A-4, +00400S PK 4,800;+00400S;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.806.312;4.469.986.680;N;NULL
2022S000651;13/01/2022;14:30:00;AUTOV. A-4, +00400S PK 4,800;+00400S;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441.806.312;4.469.986.680;N;NULL
2022S000651;13/01/2022;14:30:00;AUTOV. A-4, +00400S PK 4,800;+00400S;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;441.806.312;4.469.986.680;N;NULL
2022S000653;13/01/2022;18:55:00;AUTOV. M-30, C1 LATERAL PK 8;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;444.009.730;4.474.172.365;N;NULL
2022S000653;13/01/2022;18:55:00;AUTOV. M-30, C1 LATERAL PK 8;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;444.009.730;4.474.172.365;N;NULL
2022S000653;13/01/2022;18:55:00;AUTOV. M-30, C1 LATERAL PK 8;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;NULL;NULL;444.009.730;4.474.172.365;N;NULL
2022S000655;13/01/2022;18:40:00;CALL. ARDEMANS / CALL. FERRER DEL RIO;30;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;442.996.321;4.476.174.951;N;NULL
2022S000656;13/01/2022;17:15:00;PASEO. JESUITAS, 16;16;10;LATINA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.954.457;4.473.556.440;N;NULL
2022S000656;13/01/2022;17:15:00;PASEO. JESUITAS, 16;16;10;LATINA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;437.954.457;4.473.556.440;N;NULL
2022S000657;13/01/2022;19:20:00;AUTOV. M-30, +00800I 8.200 C1 LATEREAL;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;444.024.009;4.474.178.945;N;NULL
2022S000657;13/01/2022;19:20:00;AUTOV. M-30, +00800I 8.200 C1 LATEREAL;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;444.024.009;4.474.178.945;N;NULL
2022S000657;13/01/2022;19:20:00;AUTOV. M-30, +00800I 8.200 C1 LATEREAL;+00800I;3;RETIRO;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;444.024.009;4.474.178.945;N;NULL
2022S000658;13/01/2022;18:15:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;5;7;CHAMBERÍ;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440.169.748;4.475.680.507;N;NULL
2022S000658;13/01/2022;18:15:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;5;7;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440.169.748;4.475.680.507;N;NULL
2022S000659;13/01/2022;18:00:00;RONDA. SUR, 173;135;13;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.104.175;4.469.627.011;N;NULL
2022S000659;13/01/2022;18:00:00;RONDA. SUR, 173;135;13;PUENTE DE VALLECAS;Caída;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443.104.175;4.469.627.011;N;NULL
2022S000659;13/01/2022;18:00:00;RONDA. SUR, 173;135;13;PUENTE DE VALLECAS;Caída;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443.104.175;4.469.627.011;N;NULL
2022S000659;13/01/2022;18:00:00;RONDA. SUR, 173;135;13;PUENTE DE VALLECAS;Caída;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443.104.175;4.469.627.011;N;NULL
2022S000661;13/01/2022;20:04:00;CALL. CRISTO DE LA VEGA / CALL. TOMELLOSO;5;12;USERA;Colisión frontal;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;440.554.342;4.470.117.294;N;NULL
2022S000661;13/01/2022;20:04:00;CALL. CRISTO DE LA VEGA / CALL. TOMELLOSO;5;12;USERA;Colisión frontal;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.554.342;4.470.117.294;N;NULL
2022S000661;13/01/2022;20:04:00;CALL. CRISTO DE LA VEGA / CALL. TOMELLOSO;5;12;USERA;Colisión frontal;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;440.554.342;4.470.117.294;N;NULL
2022S000661;13/01/2022;20:04:00;CALL. CRISTO DE LA VEGA / CALL. TOMELLOSO;5;12;USERA;Colisión frontal;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;440.554.342;4.470.117.294;N;NULL
2022S000664;13/01/2022;16:50:00;CALL. DOCTOR TOLOSA LATOUR, 5;5;12;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.336.323;4.469.484.710;N;NULL
2022S000665;13/01/2022;20:30:00;CALL. CRISTO DE LA VICTORIA / CALL. NICOLAS USERA;111;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;440.198.532;4.470.158.247;N;NULL
2022S000665;13/01/2022;20:30:00;CALL. CRISTO DE LA VICTORIA / CALL. NICOLAS USERA;111;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440.198.532;4.470.158.247;N;NULL
2022S000665;13/01/2022;20:30:00;CALL. CRISTO DE LA VICTORIA / CALL. NICOLAS USERA;111;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;NULL;NULL;440.198.532;4.470.158.247;N;NULL
2022S000666;13/01/2022;20:04:00;CALL. LONJA DE LA SEDA / CALL. CUEVAS DE ALTAMIRA;4;11;CARABANCHEL;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.505.191;4.468.649.355;N;NULL
2022S000666;13/01/2022;20:04:00;CALL. LONJA DE LA SEDA / CALL. CUEVAS DE ALTAMIRA;4;11;CARABANCHEL;Caída;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;435.505.191;4.468.649.355;N;NULL
2022S000666;13/01/2022;20:04:00;CALL. LONJA DE LA SEDA / CALL. CUEVAS DE ALTAMIRA;4;11;CARABANCHEL;Caída;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;435.505.191;4.468.649.355;N;NULL
2022S000668;13/01/2022;21:00:00;AVDA. DOCTOR ARCE, 22;22;5;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.274.259;4.477.631.230;N;NULL
2022S000668;13/01/2022;21:00:00;AVDA. DOCTOR ARCE, 22;22;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;442.274.259;4.477.631.230;N;NULL
2022S000668;13/01/2022;21:00:00;AVDA. DOCTOR ARCE, 22;22;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;442.274.259;4.477.631.230;N;NULL
2022S000669;13/01/2022;21:00:00;AVDA. REAL DE PINTO / CALL. SAN CESAREO;75;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.710.449;4.465.526.103;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Autobús;Pasajero;De 60 a 64 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
2022S000670;13/01/2022;21:45:00;CALL. ARCOS DE JALON, 6;6;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447.053.984;4.474.685.575;N;NULL
